file,title7107f088cbed45d8a06a026276ccf4d602d50f10.json,Microglia Play a Major Role in Direct Viral-Induced Demyelination
ca126845fa5f967ec6514052545e8df56d8b53de.json,IL-12 deficiency transiently improves viral clearance during the late phase of respiratory tract infection with influenza A virus in mice
cf43c6c9dc8386376291464914a8f43f94aa5e1d.json,The ontogeny of the porcine immune system
337516e4a4f583c010134c5d9846c91c7104431e.json,TYPE I INTERFERON SIGNALS CONTROL THEILER'S VIRUS INFECTION SITE
74bedf868bf72275e1d5a60150246aaae93d3be5.json,Development of a Novel Ex-vivo 3D Model to Screen Amoebicidal Activity on Infected Tissue
70bf84100e6157f3815acca7b5120131c0f8cf4e.json,viruses Small Animal Models of Respiratory Viral Infection Related to Asthma
fd37a39ef55dd242c16e280fc6ad7a51fcdf36d8.json,Genetic polymorphisms in host antiviral genes: Associations with humoral and cellular immunity to measles vaccine
e0737ee93afe7b0bf06b1e3f9adf21d541dd10f0.json,Protective Effects of Long Pentraxin PTX3 on Lung Injury in a Severe Acute Respiratory Syndrome Model in Mice
4a64ef9057367aec43ce6b8a40e9bb0c9587fdf4.json,Additive Effects of Mechanical Marrow Ablation and PTH Treatment on de Novo Bone Formation in Mature Adult Rats
cd8bfda4284af708fa290e425b76e5332a5cecb8.json,Microglia have a protective role in viral encephalitis-induced seizure development and hippocampal damage
844b876f1636f5d031fe856cd7a63ae5f5c11fe7.json,Proteome Science The impact of surfactant protein-A on ozone-induced changes in the mouse bronchoalveolar lavage proteome
4e85c20dbbcdf9c1fa08d33a979fe70b48c5b05b.json,New advances in CNS immunity against viral infection
6e1d09d8718883bdfbe66bc309c398251dccff35.json,Article Intraepithelial Type 1 Innate Lymphoid Cells Are a Unique Subset of IL-12-and IL-15-Responsive IFN-g-Producing Cells
55897fae99e6ee416e7d77f405f1b55ff9298a1e.json,Activation of toll-like receptor signaling pathways leading to nitric oxide-mediated antiviral responses
b3ba2f2b4e4247cd2cb7d5f413fa9ea3835bd6b4.json,Induction and regulation of class II major histocompatibility complex mRNA expression in astrocytes by interferon-7 and tumor necrosis factor-a
406a1e3d5a2a2e995ed5a845edbfde515445dd0a.json,Modulation of immune-associated surface markers and cytokine production by murine retinal glial cells
aaa7d4e5136a4175368222cba1f76b0a33f5a688.json,MINI REVIEW The Role of Microglia in Bacterial Meningitis: Inflammatory Response
5387853dcd8a3a96cf4d627f25a066bf9c55a7f2.json,IL-27 enhances the survival of tumor antigen-specific CD8 + T cells and programs them into IL-10-producing
864336d3d1a34686efdd078534a092fc888c2c3f.json,Agent based modeling of Treg-Teff cross regulation in relapsing-remitting multiple sclerosis
7a4d69a204aacc1a4cd6dccd4448d187d2f40b36.json,Quantitative Analysis of T Cell Receptor Diversity in Clinical Samples of Human Peripheral Blood
