file,titleb2f67d533f2749807f2537f3775b39da3b186051.json,Caring for persons in detention suffering with mental illness during the Covid-19 outbreak
f3cb4102ee8c1aeb8e68595843292801a08effe3.json,Global Catastrophic Biological Risks Pandemics
3f86a6ff036585c0f052e75b9f183629c0b6aa96.json,Regulations Regulatory oversight of human pathogens and toxins in Canada
41a37cace77a305b85a7d6c34532ed1314897058.json,For a better world: Biosafety strategies to protect global health
2a5b2e11c10d35b22cb2965f62ccc79e61eeb77b.json,Hepatitis B: Prevalence
09d9038625c7a2e0aa27f9f04cd7f4b2d7ec6f11.json,Protecting the world from infectious disease threats: now or never Editorial Handling editor Seye Abimbola
725984c84bc703a34bc290f897e9f411ba3a67ec.json,MINI REVIEW Bioaerosols and Transmission
abb703e29b1ee7ddf60006b33de199828666d7b1.json,The Scientific Response to a Pandemic
25ec934edd0a8eb7ef55980e5683355f02b2647f.json,Comment
a699959af2a8f69be27e61bb1f4039fc21993686.json,Medical issues associated with commercial fl ights
18c14b5b5ac05623665e859e005b26b17c7a0598.json,Bioterrorism and children: unique concerns with infection control and vaccination
488307d64336beb9c5d6434ba349218fb7d01d5e.json,Zoonoses in Wildlife: Integrating Ecology into Management
f9f4b1870ad8ad0aaff0e24076f101034639f3dc.json,What have we learnt from SARS?
29b3973a3c78e0edb0647e01dbf6e27a2ae8976b.json,Emerging Zoonoses in Domesticated Livestock of Southeast Asia
02974b9466bf593193d05ada669d7ff0567bb657.json,Can an Infectious Disease Genomics Project Predict and Prevent the Next Pandemic?
506f01431de0defbd972615f6280389e9381e6e0.json,-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/)
77943f83d13697f86b9d1eb3cfa86581ed9965e6.json,From Hippocrates to HIPAA: Privacy and Confidentiality in Emergency MedicinedPart I: Conceptual
52e898e9b4110cbc6a8beac32cd86672f96489ca.json,The threat of climate change to non- dengue-endemic countries: increasing risk of dengue transmission potential using climate and non-climate datasets
d08bd8440ea92be5251562480f44eb57ae84f498.json,Severe Fever with Thrombocytopenia Syndrome: Tick-Mediated Viral Disease EDITORIAL Infectious Diseases
4ad031237bea43a3860cec0b8cbaac1b5134edaa.json,Communicable Diseases
7d11be39a5c1c652723bd39320630c3448b9bbd5.json,The United States Agency for International Development Emerging Pandemic Threats PREDICT Project- Global Detection of Emerging Wildlife Viral Zoonoses
45f1fd0f1962aa8162216270b1a97e57e0708b18.json,The Role of Genomics in the Identification
b3873c777b754d108ce93d5feca0c3dff4a74564.json,A 60-year review on the changing epidemiology of measles in capital Beijing
8c8207eb16f6ef503400b729d7ca9e4a1106aefd.json,Biothreat Agents and Emerging Infectious Disease in the Emergency Department
01028e4a3545be09d5cccb014ec011fcc1364508.json,Refl ection and Reaction
7cdb43f29cfdaaa897797a4dfddb41de79b23287.json,Emerging and re-emerging infectious diseases: challenges and opportunities for militaries
a0ccab3c98e796aef5e70415ba113a29bde91e4c.json,Digital Disease Detection -Harnessing the Web for Public Health Surveillance
