file,title
6c9a692eb00e9563f550ab57838c7b29d6731e54.json,Rapid Diagnosis of Respiratory Virus Infections Patients With Acute Respiratory Disease in
5f52ac4738312fdb215ad06e5a2e886a6fb63efd.json,SUP PLE MEN TAL MAT ERI AL
0a9a85b82e17c880c923b5de9bec22931ed76f13.json,A line immunoassay utilizing recombinant nucleocapsid proteins for detection of antibodies to human coronaviruses
e4df800c7ec3d4e38f9609049d8d934edae25ae1.json,SCIENCE CHINA Supporting Information
25c6b4df1a8e44244505536d61cf436e8bd75753.json,Serological assays for emerging coronaviruses: Challenges and pitfalls
6d02914238a99c539638fa7bed1e5a658c731c1f.json,Zoonoses in the Emergence of Human Viral Diseases
12f1cc78e99a0b82f3225d10abe9a5649f1b33fc.json,Prevalence of Antibodies to Four Human Coronaviruses Is Lower in Nasal Secretions than in Serum ᰔ Downloaded from
3e17b2f3ecc3dcd772b82bb6a680943d20371507.json,Mini review First International Symposium on Influenza and Other Respiratory Viruses: summary and overview Kapalua
774a3f02529392866ee01ae0d346125de2207fbd.json,Epidemic and Emerging Coronaviruses (Severe Acute Respiratory Syndrome and Middle East Respiratory Syndrome)
ec4a332b863ec8c1bbf94d605b17c67acddf0889.json,Seroconversion to HCoV-NL63 in Rhesus Macaques
9bbfd3d34ee18ea1b9f4669331a6cee9c5992893.json,Virological assessment of hospitalized cases of coronavirus disease 2019 *equal contribution **senior authors with equal contribution
689fd267c4b50d1031cd47d18361f76f3275db55.json,Concise Review for Clinicians SARS: Epidemiology
57a30fc4f036048830b77fa87c64358c48c946d6.json,First human case of avian influenza A (H5N6) in Yunnan province
60ba45b7844d2ab35c3df950ad32fb1cb36053f4.json,Middle East respiratory syndrome coronavirus (MERS-CoV): challenges in identifying its source and controlling its spread
24b996db83d4d2622d87fb583e6dc6fa277a636f.json,Clinical and CT imaging features of 2019 novel coronavirus disease (COVID-19)
1638100b254164ee9af7d66be61794a7efa07b78.json,Respiratory Research Pulmonary fibrosis induced by H5N1 viral infection in mice
5a9154aee79901dd8fecd58b7bcd9b7351102d24.json,No credible evidence supporting claims of the laboratory engineering of SARS-CoV-2
21100aba41a4bfb48d7dc37f1bf5dbb38bf3867a.json,Network-based Drug Repurposing for Human Coronavirus
2ef21090362ddb392369cb29415a9821d291fc4c.json,Multiplex PCR tests sentinel the appearance of pandemic influenza viruses including H1N1 swine influenza
1def8ad331846189cf9fba19c042c7dd9f8ce38b.json,Journal Pre-proof Practical experiences and suggestions on the eagle-eyed observer
4ea7baf4740cf1cd00220d0bcec29d7828c6ff76.json,Personal view Seasonality and SARS Seasonality of infectious diseases and severe acute respiratory syndrome-what we don't know can hurt us
6aa71c592c9d4b88f0289992efbf5ce7f34bb335.json,Influenza A virus infection induces liver injury in mice
b19bcc6ecbec9356e42d8309b9def1270a107fce.json,High COVID-19 incidence among Norwegian travellers returned from Lombardy: implications for travel restrictions
e61c9ff5247b88bb32442ab121bbe75b058b5bf8.json,Interferon alfacon 1 inhibits SARS-CoV infection in human bronchial epithelial Calu-3 cells
11def60675b38fbb811f2b7a9ad62f5d938c8956.json,An Outbreak of Middle East Respiratory Syndrome Coronavirus Infection in South Korea
2f118dc48714f3dd4b21914080a1a2a249d05ae6.json,Journal Pre-proof Dermatology practices as vectors for COVID-19 transmission: a call for immediate cessation of non-emergent dermatolgy visits Title: Dermatology practices as vectors for COVID-19 transmission: a call for immediate cessation of non-emergent dermatology visits
71762af6792d1aae86e6632954a6ca0085ee86bb.json,Materials and Methods Clinical Setting
cf47b85324ae854a471893563d2156f4a47632e9.json,감염병 관련 법률의 문제점과 개선 방안 박미정 서울대학교 의과대학 건강사회정책실 Infectious disease-related laws: prevention and control measures
34418dfd4bebfceafe3ab7dbf5fa001bb381924c.json,SARS-CoV-2 infection in children: Transmission dynamics and clinical characteristics
f92cd3c86281eee402ab60a75990ae6bb57b3c35.json,Performance Evaluation of the PowerChek MERS (upE & ORF1a) Real-Time PCR Kit for the Detection of Middle East Respiratory Syndrome Coronavirus RNA
5d2c1aaad487ae9b76099721947c8948a57ebba3.json,Comparative Pathogenesis of Three Human and Zoonotic SARS-CoV Strains in Cynomolgus Macaques
f5744b3d4ba1315392d02b0fd5af2ecec139efab.json,Human CD4 + memory T-lymphocyte responses to SARS coronavirus infection
f815d51c1fa446a611e2ac29950f2bc2559ff487.json,CORRESPONDENCE Imported cases of Middle East respiratory syndrome: An update KEYWORDS
67d360a0c376d9ea6148f03c08d349aef0ecd811.json,Future Veterinary Diagnostics
9b85bcb784177ee4a8e6df7c7d9d321cc9826a54.json,of Saudi Arabia; 4 Ministry of Health
40ac6a37f332f47ff9e9c6a6f8b1d5d21752679e.json,Overview of Current Therapeutics and Novel Candidates Against Influenza
d86146bbcb9ae18278150f4cb241ca1ce31fbf28.json,Drug Repurposing Approaches for the Treatment of Influenza Viral Infection: Reviving Old Drugs to Fight Against a Long-Lived Enemy
8a14b75626a9cad7cac350437b7af5e0e4bd5127.json,Bat origin of human coronaviruses
4566e8328c0ee3f5a68f04651dafb852786cb121.json,SARS-CoV Sampling from 3 Portals
f477cb32c61ef1a690f4b9afe74d38f8e147f39f.json,Federal Interagency Interactions During Outbreaks of H7N9 Influenza and MERS-CoV
a1f20fd6adb16f74b5c4a7c0543c55e80e500e02.json,Do we need a replacement medication for influenza with good efficacy? Dear editor-in-chief
7394a36b8f7d59dd883d8ebbcbd0e0f09a82178e.json,H7N9 influenza and its impact on pregnancy
ae423f7ae98fa3e8a1249bd193df1c09bdeedf7c.json,Two deletion variants of Middle East respiratory syndrome coronavirus found in a patient with characteristic symptoms
cdbf113c93f807ee1853027325c17d3d00dd871c.json,Dae
0e38333bff68345492526fd39b70d1b18969cb83.json,Deep Learning-based Detection for COVID-19 from Chest CT using Weak Label
9076f32d2687b31e7214fbe72794abf79d910edd.json,Journal Pre-proofs Views & Comments A Promising Anti-Cytokine-Storm Targeted Therapy for COVID-19: The Ar- tificial-Liver Blood-Purification System A Promising Anti-Cytokine-Storm Targeted Therapy for COVID-19: The Artificial-Liver Blood-Purification System
ea4c7264c6851a3129b28a2253112a481a3f7209.json,Journal Pre-proof Covid-19 pandemic and the skin -What should dermatologists know? Covid-19 pandemic and the skin -What should dermatologists know?
05fc8f48129cdd80e0edf6734229c17f53a03076.json,Supplemental material
ab2189e0ed8afee37b0ec87248d62dd8e7e4f045.json,Profiles of Antibody Responses against Severe Acute Respiratory Syndrome Coronavirus Recombinant Proteins and Their Potential Use as Diagnostic Markers
4b9e5d0ffdac80fba0ea840f8f14e359ad4c43f1.json,Article history: Risk of Water and Food-Borne Communicable Diseases in Travelers Entering Korea
87dda3063b97a87338264b45ae16045e46cb237b.json,Inflammatory Cytokine Expression Is Associated with Chikungunya Virus Resolution and Symptom Severity
6be177e9b694282436d5d625d2ee3ae86a4db93a.json,Hundreds of severe pediatric COVID-19 infections in Wuhan prior to the lockdown
cdf9d4e00e66bd0c1751c1cc41ec13d0baed9749.json,Epidemiology and Infection Global status of Middle East respiratory syndrome coronavirus in dromedary camels: a systematic review -CORRIGENDUM
f01ad3545245b4f884b48aa2b69c9deb942c3e77.json,Pretreatment Hepatitis C Virus NS5A/NS5B Resistance-Associated Substitutions in Genotype 1 Uruguayan Infected Patients
05e1638bd53cfaf19fec75f24a521db7e9ef08f5.json,Profile of Antibodies to the Nucleocapsid Protein of the Severe Acute Respiratory Syndrome (SARS)-Associated Coronavirus in Probable SARS Patients
82b38fa7781532229473f51b428090a26f3ab79c.json,Coronaviridae: 100
8158d9f560a4065ad16ec917c3b56164e9ebabcc.json,Molecular diagnostics in virology
a2839e41535c28b2ef99d605eb518458e171a211.json,Pharmaceutical applications Infectious agents
8baba2afe8dd478ae1d7ed13b666098aa3bfb623.json,Search past issues of EID at www.cdc.gov/eid
dac1b1607ae72b9509ab26367e0d55016e8132a8.json,Epidemic Situation of Novel Coronavirus Pneumonia in China mainland
615548f3e1b4817f7b7a99bebe01e6911d441172.json,To appear in: One Health
a6cf4056a15f3c6d3b006850b993fe204415b22f.json,Ebola Virus Glycoprotein with Increased Infectivity
6842fabc2a09d25dad8700ecd406093a029265b4.json,Bibliography of the current world literature
978fcb9694711bd974f21203205a86d359868b3d.json,PCR for Detection of Oseltamivir Resistance in Influenza A(H7N9) Virus Technical Appendix Samples and Sample Collection
45963ffdd0ae170faa623a48288f8e257503016b.json,Avian flu: What the otolaryngologist needs to know
64f698bc96d265b67618dbc1c7846a62160fa6cc.json,Pneumonia from Human Coronavirus in a Macaque Model NIH Public Access NIH-PA Author Manuscript
fa7efebcda313f717da4b56f4b846b0eaad002f1.json,Development of Taqman RT-nested PCR system for clinical SARS-CoV detection
2cf45a5a4224dbf38d537eace1f6d49327e3487d.json,Supplementary Information 7: Vector-borne Disease Screening -General Principles Diagnostic testing
d27d0183d6334f513757600db98f21a1542f664a.json,Outbreak of Marburg Hemorrhagic Fever in Angola: A Review of the History of the Disease and its Biological Aspects
c87faa1cff1699197fd0c0bcc39c634cf26b28e5.json,Q&A: The novel coronavirus outbreak causing COVID-19
d09c0f71b1a404a592d0dcad2c3409d43c375f99.json,Is a 14-day quarantine period optimal for effectively controlling coronavirus disease 2019 (COVID-19)?
59b270a8f43274cb9c68e16cac2ea6af110c452c.json,Supplemental Information Toward Personalized Gene Therapy: Characterizing the Host Genetic Control of Lentiviral-Vector-Mediated Hepatic Gene Delivery
ca5a2024931abd516addf3c4007d9a5b64432275.json,Host Determinants of MERS-CoV Transmission and Pathogenesis
9772fc1c327167f97f5bd7dc1bca59669acac351.json,Viral load quantitation of SARS-coronavirus RNA using a one-step real-time RT-PCR
0600766ed9853749cfca4d2ac0b3fb1c0e03c82f.json,Comment 470 www
e9a8d6b354786129252397c1d8a43621e4fd3ec8.json,Establishment of Vero E6 cell clones persistently infected with severe acute respiratory syndrome coronavirus
e4d53d6c63d62095343315894b1f882efe299f7d.json,Rapid communication
adfb6209b1ba33b6b1cb11dc9b183f3a9bf074f8.json,First international external quality assessment of molecular diagnostics for Mers-CoV
194a486fcdbc56b34192242ddf973dc3a313dc1d.json,Anesthetic Management of Patients with Suspected 2019 Novel Coronavirus Infection During Emergency Procedures Special Article Title: Anesthetic Management of Patients with Suspected 2019 Novel Coronavirus Infection During Emergency Procedures
382b6772598f7d07dde36a4377fe8e25302e212a.json,Critically ill patients with Middle East respiratory syndrome coronavirus infection
b970b7a807f37678f91d4b989ffdb7d7606d754d.json,Single-cell Analysis of ACE2 Expression in Human Kidneys and Bladders Reveals a Potential Route of 2019-nCoV Infection
60721983c03cfb1fd6e277fb6cc20bd117a3df80.json,Complete Genome Sequence of Middle East Respiratory Syndrome Coronavirus (MERS-CoV) from the First Imported MERS-CoV Case in China
3171b4dae891f0f817829afcf2669691ad7de287.json,Middle East respiratory syndrome
869527ed7b135ec927aa893580ac78d45ce35c98.json,In situ reverse-transcription loop-mediated isothermal amplification (in situ RT-LAMP) for detection of Japanese encephalitis viral RNA in host cells
9aa80910fb732fee315f436f589ff7faecacd707.json,Cyclophilin polymorphism and virus infection
c5e4f8e4130eed7ad046f56b0e3055c5655ae785.json,Middle East respiratory syndrome coronavirus: transmission and phylogenetic evolution
66796b25270537af9b48348834e654a5ec739d00.json,Middle East Respiratory Syndrome-coronavirus infection: An overview
74d9a4215dd1ab6d78bd9b6dbd2dc096c974cf4b.json,A novel coronavirus capable of lethal human infections: an emerging picture
e8c3a76d429fbb5e04ae2d340d4d6d43fb74d5e1.json,Program and Abstracts The Twenty-First International Conference on Antiviral Research
2d73c30f41bb0fd24d5ddf1e71a472d971ce4d6f.json,Bactrian camels shed large quantities of Middle East respiratory syndrome coronavirus (MERS-CoV) after experimental infection*
e1e50e72368b173717a1b7f886c65c61ce5ade59.json,Complete Genome Sequence of a Divergent Human Rhinovirus C Isolate from an Infant with Severe Community- Acquired Pneumonia in Colorado
39c50d92d3364c82b845b4dac5b8a8f74d83ecd1.json,ASTHMA (WJ CALHOUN AND V ORTEGA
03571fced661003b52fbcb5b57c3b29a8e6443d2.json,Evolution of the novel coronavirus from the ongoing Wuhan outbreak and modeling of its spike protein for risk of human transmission Citation
f687e5c3b4d69b29a5c1530baf364064b6d210dc.json,International Journal of Antimicrobial Agents
bd8f57ea4aadeda075d557f566a1909d68e658c4.json,Rapid colorimetric detection of COVID-19 coronavirus using a reverse tran- scriptional loop-mediated isothermal amplification (RT-LAMP) diagnostic plat- form: iLACO
953984a496fdb82dc53f7209c666d38f8fba8f5b.json,Q Antiviral Research Related Elsevier Virology Titles Contents Alert CLINICAL AND DIAGNOSTIC VIROLOGY
fb968c1fb602f50dd434c8a7cb28129c3a7a4217.json,Journal Pre-proof Discovery and development of safe-in-man broad-spectrum antiviral agents Discovery and Development of Safe-in-man Broad-Spectrum Antiviral Agents
7a05a177703485d0b3ff4f03132db5b6e7f2a2eb.json,2017 international meeting of the Global Virus Network
63275fa03e00ea414e5c3dcfa84eb84fea0b59b9.json,Overview of preparedness and response for Middle East respiratory syndrome coronavirus (MERS-CoV) in Oman
584127c6537f2e08af15f8e36df91d61ad8be59c.json,Out of the East -Emerging infections
df051f16f872321c4e34582e7c14cb12ef855e54.json,Bibliography of the current world literature
4eca3df95a8bf82f07ba51b6978bd4049f8df827.json,Laboratory Investigation and Phylogenetic Analysis of an Imported Middle East Respiratory Syndrome Coronavirus Case in Greece
78f939545e7217684295ab63900119ab1ebdb173.json,Infection with MERS-CoV Causes Lethal Pneumonia in the Common Marmoset
250f7b1a48b92d5ca74ba38d2b772fbc7db77fe3.json,Visceral Target Organs in Systemic St. Louis Encephalitis Virus Infection of Hamsters
ab394df8160904be82c09bfacf72f690a8004a0c.json,Epitope-based vaccines: SARS -a model
a68006d01847e1b81aad9a4f33db967ec99f0756.json,Stability of infectious human coronavirus NL63
e4701bdf5d414ea8ca38a4d8d3f69540805293b0.json,TITLE PAGE Clinical features and laboratory inspection of novel coronavirus pneumonia (COVID-19) in Xiangyang
0ae02f293c03e3e1a2d4582e62c22f2c0c291f48.json,Development of animal models against emerging coronaviruses: From SARS to MERS coronavirus
da81f0d3a12ab7faa09148acb6564271474e9e02.json,Molecular and serological investigation of 2019-nCoV infected patients: implication of multiple shedding routes
e7f04672caa0b2d82df86553cdc266ff9ddda6fd.json,Редакционная статья PLOS NTDs Научная «вакцинная дипломатия» между Россией и США: сохраним наследие
b846eb629d90098884d798cbfe4132db5f63562c.json,MERS Coronaviruses in Dromedary Camels
41b659ac51b4f4596b414e93c5dd220b26386f34.json,APPENDIX Avian influenza surveillance in domestic waterfowl and environment of live bird markets
3319c04d53058fbffe23da44e6dc878c575bf532.json,Journal Pre-proof Atypical lung feature on chest CT in a lung adenocarcinoma cancer patient infected with COVID-19 Letters Atypical lung feature on chest CT in a lung adenocarcinoma cancer patient infected with COVID-19
ba1ff6ac446cec26a77242f31869645ebf4c0f5d.json,Keeping Track of Viruses
1ee67f3e602c1d0ef993fecb7ddfe993bbe5ef23.json,Meeting report: 27th International conference on antiviral research
544a170a18bae9bf44c531c2b0b4bdc5e85ea8f5.json,Conflicts of interest
0a7f3082096005d478c57d5b9f2abf3a2aa3ccc8.json,Clinical features and short-term outcomes of 144 patients with SARS in the greater Toronto area
e2b435104da658ed6518247430cff1d428aae830.json,BMC Infectious Diseases A simple and rapid approach for screening of SARS-coronavirus genotypes: an evaluation study
8ee59fe2fe064a5ca6557c4f8282226831d12533.json,Monoclonal Antibody-Based Antigen Capture Enzyme-Linked Immunosorbent Assay Reveals High Sensitivity of the Nucleocapsid Protein in Acute-Phase Sera of Severe Acute Respiratory Syndrome Patients
55f8fe46ee5835ba85d634f0b2c112451a138cc0.json,Is the anti-psychotic
