file,titleabcfffafab399149d4adadd6bb458c4994e2025d.json,Time-varying transmission dynamics of Novel Coronavirus Pneumonia in China At a Glance Commentary Scientific Knowledge on the Subject: Since
6c806034d4e17f1e43b7415c9c906c8160622694.json,Spatial-temporal transmission of influenza and its health risks in an urbanized area
8605e1247b39f6fa0d909b356eb198aacd09843c.json,Modeling the dynamics of novel coronavirus (2019-nCov) with fractional derivative
85e682cd231ddfde0c8ecbd6642c55b5921c5366.json,Analysis of household data on influenza epidemic with Bayesian hierarchical model
1218f278a4f8d83dac14b23c8f698062812ef9d5.json,Potential impact of seasonal forcing on a SARS-CoV-2 pandemic
a5b3f4df4b5b773e35f56703b5a653559e82b139.json,2 Ministry of Health (MINSAL)
436e1299cb53dd7f2ae1b47915beffd4dc95bb7e.json,Applications of machine learning techniques to a sensor-network-based prosthesis training system
cf53aed78f8724163ee5178c5ba1fb9ad17e27be.json,A model of bi-mode transmission dynamics of hepatitis C with optimal control
925127e986923fcea390cd441b4a9a4df9c1b007.json,Global stability for an epidemic model with applications to feline infectious peritonitis and tuberculosis
05916d82efe1f937ee48f09df4e5d7c6fede83d3.json,Pattern formation in multiplex networks OPEN
f06b500cbbffe7641b716dbbb90f0d40ed7839d6.json,Bayesian Phylogeography Finds Its Roots
317215c463463ddb39fa7564f67239dc484b86a9.json,Projecting the end of the Zika virus epidemic in Latin America: a modelling analysis
7344c6de7ce2258e74ce131bed72e6ad465f0ce8.json,Relations of parameters for describing the epidemic of COVID-19 by the Kermack-McKendrick model
3c20c596797997337c0e8ed472cf7847dc467c65.json,Risk of MERS importation and onward transmission: a systematic review and analysis of cases reported to WHO
331de493d0fea08806ca77341fe4db35a8a71b8c.json,Asymptotic profile in selection-mutation equations: Gauss versus Cauchy distributions
c12e4b76f2f34fb13ee1290c121d0121f7a81fbf.json,Bifurcations of an epidemic model with non-monotonic incidence rate of saturated mass action
160ecaaa5a766c289fc2f6b5499f0dfe7aab971c.json,Stochastic discrete epidemic modeling of COVID-19 transmission in the Province of Shaanxi incorporating public health intervention and case importation
2afff5fe89a3e3ec270a41c2b929dfeec68d7d50.json,Real-Time Estimation of the Risk of Death from Novel Coronavirus (COVID-19) Infection: Inference Using Exported Cases
0d4ac9a3901d402ac364ae432405f3df2827100f.json,Immunization strategy based on the critical node in percolation transition
3ea92277608fd982c195ddd9ed72c3b8696b8dad.json,Conditions affecting the timing and magnitude of Hendra virus shedding across pteropodid bat populations in Australia
99f2888fb4a7fd7ab3cb2e7e9f43f66f7e6a23ce.json,Quantifying the association between domestic travel and the exportation of novel coronavirus (2019-nCoV) cases from Wuhan
