file,title
ab680d5dbc4f51252da3473109a7885dd6b5eb6f.json,Evolutionary Medicine IV. Evolution and Emergence of Novel Pathogens
bd3945ec343cc4535650c9425aa143f71716de7c.json,The clinical importance of the nomenclature
dd74c8f2961dc716ec9d0c412206c88e0cb9b314.json,Information theory-based algorithm for in silico prediction of PCR products with whole genomic sequences as templates
7fa6a89af06e588d737c868cdcebceaee14d7532.json,The Heritage of Pathogen Pressures and Ancient Demography in the Human Innate-Immunity CD209/CD209L Region
ad534a108cbc512e3b48b4786649cc595df7fa08.json,Chapter Outline 2
02c9b77cb2898b1597278dbf32a0c61be93d1983.json,Terpene metabolic engineering via nuclear or chloroplast genomes profoundly and globally impacts off-target pathways through metabolite signalling
ccb1a8256c417a6de3d98b783f3ef08f4c74c1e4.json,cGAS and CD-NTase enzymes: structure
16a28a8a87866ad16d935338c02a95251cb0e85c.json,Putative structure and function of ORF3 in SARS coronavirus
a59906b732bf4a489e282c3e4f499d4166c622e7.json,Evaluating performance of metagenomic characterization algorithms using in silico datasets generated with FASTQSim
dca48fcd1b8a28f470494d64ea3811707e28766b.json,Dual Host-Virus Arms Races Shape an Essential Housekeeping Protein
08c1093aa1c393ee5364089d26278781dc3a3405.json,Mapping overlapping functional elements embedded within the protein-coding regions of RNA viruses
43b8f5f88b4c780d2701f2343adc21b84c3f7108.json,Functional genomics as a tool in virus research
053bbe38ee5f3c97ade5b24a07b34b9930d3f474.json,In Silico Models: From Simple Networks to Complex Diseases Chapter Outline
e552060ddffa5574e514e54986f35acb95bcc4dc.json,VIGOR extended to annotate genomes for additional 12 different viruses
0a1533470817bc5ef0d0d0af56386a96b505dc0d.json,BMC Molecular Biology Evaluation of potential reference genes in real-time RT-PCR studies of Atlantic salmon
c3461b2484a2c1b0532e47afba87d235e350b9e7.json,De novo transcriptome reconstruction and annotation of the Egyptian rousette bat
30457ee3ce0001f33938fbc246b4ce4eacd74f5d.json,ZODIAC: database-independent molecular formula annotation using Gibbs sampling reveals unknown small molecules
2e70353706eff193b6384090ee34da747f3a07fa.json,Ecosystem simplification
f4f9ea9e0aeb74d3601ee316b84292638c59cc53.json,Prediction of lncRNA-protein interactions using HeteSim scores based on heterogeneous networks OPEN
537abde4c5b849f55e62ff102f4f91dfca742ff7.json,SARS-CoV Genome Polymorphism: A Bioinformatics Study
71a82ecd1070ef91422c1ed772c73ad189ea4c0e.json,De-Novo Transcriptome Sequencing of a Normalized cDNA Pool from Influenza Infected Ferrets
180c88b68816bbb6eb57aa515a3aec4020178729.json,Inferring the presence of aflatoxin-producing Aspergillus flavus strains using 3 RNA sequencing and electronic probes as a transcriptomic screening tool 4 5 6
0962a0e082cd1537cc485a4ea9c85e86f623fa97.json,Original Article VSITA
800e040bf531655b9253c5240df8a5cbd449982c.json,Vaccine Target Discovery
1a97ebc1c9781e978ac3bfd94c05d4b7e47f8520.json,Large-scale sequencing and the natural history of model human RNA viruses NIH Public Access Author Manuscript Large-scale molecular epidemiology of emerging & circulating RNA viruses
ae29a35ad6b9e4267e1d965b523a6b72cb2c088c.json,Major Histocompatibility Complex Class I Haplotype Diversity in Chinese Rhesus Macaques
e7f96a765885a32ef7080e34f55f456d40fb7bcf.json,DISEASE In silico modeling in infectious disease
431b8b5c20edeb65055154ed5f93e8a9a49f4c97.json,Alignment-free similarity analysis for protein sequences based on fuzzy integral
fcc66c2bb245f7ddfeccc64ffc5a10013af74a60.json,Direct nucleic acid analysis of mosquitoes for high fidelity species identification and detection of Wolbachia using a cellphone
4f0e7fc5e32e927fd76e1f5c156cb9caee8eda2a.json,Animal board invited review: advances in proteomics for animal and food sciences animal
1412106d8254d159356dda94db652655e51bd729.json,APPLICATION NOTE CVTree3 Web Server for Whole-genome-based and Alignment-free Prokaryotic Phylogeny and Taxonomy
f601587d47e1c6f922247d571299bb21624ac0da.json,A phylogenomic data-driven exploration of viral origins and evolution
997f6355fdf8531d31a8bdadd1067f651e2e3d41.json,Evolution of Genome Size and Complexity in the Rhabdoviridae
c21fb11a9bf37a9ae2d0f6dadb5c08c360046549.json,2′-5′oligoadenylate synthetase 1 (2-5 OAS1) polymorphism is associated with prostate cancer
d21c15c55bc1ec4daa906cdd848ad037e20c925c.json,Combining field epidemiological information and genetic data to comprehensively reconstruct the invasion history and the microevolution of the sudden oak death agent Phytophthora ramorum (Stramenopila: Oomycetes) in California
feeef400771697981198a218da58c34ebb7963a0.json,Genome Sequence of Peacock Reveals the Peculiar Case of a Glittering Bird
aa83251bbb4e74cebeefc3e631021c42cbc9d5bf.json,Whole genome sequencing in the prevention and control of Staphylococcus aureus infection
ad0d3c262412a85fc363d0d3aa42f2485c73a2b9.json,Alignment-free method for DNA sequence clustering using Fuzzy integral similarity
3ef8a7bc490b09453f0588a131f27388dec00bbc.json,Computational and Experimental Studies of ADP-Ribosylation
63c64ba93501a9ec60ab113b55c23d5bc602a13c.json,A bioinformatic filter for improved base-call accuracy and polymorphism detection using the Affymetrix GeneChip Õ whole-genome resequencing platform
184aded923f0ac3cbdbcf74d2a5b42cda0f414c2.json,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces
bed1c9834dbd81a9e254940379f80c3447a122e9.json,Predicting virus emergence amid evolutionary noise
8171299fc5073dfe98c4c56d5760ccb5f802f8f0.json,Adenine Enrichment at the Fourth CDS Residue in Bacterial Genes Is Consistent with Error Proofing for 11 Frameshifts
88ee8a63427422c89a01061e86807f4ac8148681.json,Ch Ap TEr 29
798026310eaadd09df393473a730d6935f91b4d4.json,Comprehensive Analysis and Comparison on the Codon Usage Pattern of Whole Mycobacterium tuberculosis Coding Genome from Different Area
afc498abcb287239b8ea84ff535adf09158b0cfe.json,ANDES: Statistical tools for the ANalyses of DEep Sequencing
99cc0233178fb1ede4d4f447dac746bcc3baeaeb.json,Evidence of intra-segmental homologous recombination in influenza A virus
97027e08cb413795cf19064338efd049fe5d491b.json,Novel splicing and open reading frames revealed by long-read direct RNA sequencing of 1 adenovirus transcripts 2 3
8bf5a66852b114e39a9ce99f40fa1c336f290d03.json,Number 6 Fontana et al 431
9817c7e2740f87abc0e932253a2162c413df69b5.json,Analysis of codon usage in bovine viral diarrhea virus
