file,title948aaeb2e0be11ad90562bf10d462531a1f00eac.json,Integrated
22afe9c42820085341a330654ee849e530c474ba.json,Respiratory syncytial virus outbreak defined by rapid screening in a neonatal intensive care unit
a56a34a0b5c0ac62e608459da30c0348cf337d2c.json,Letter to the Editor Rhinovirus genetic diversity among immunosuppressed and immunocompetent patients presenting with a severe respira- tory infection Keywords: Human rhinovirus Genotyping Severe infection
eb9634441822b1c1c933683fc5f45fb7c5670303.json,Prospective comparison of RT-PCR/ESI-MS to Prodesse ProFlu Plus and Cepheid GenXpert for the detection of Influenza A and B viruses
1af946e7a63239d9b462e126f98d0cd6d24df4bd.json,Respiratory viral coinfection and disease severity in children: A systematic review and meta-analysis
68a608687b823993cc19698f976ead091971d4b8.json,ABBREVIATIONS: CAP = community-acquired pneumonia; CDC = Centers for Disease Control and Prevention; LRTI = lower respiratory tract infection; PCR = polymerase chain reaction; PCT = procalcitonin; RSV = respiratory syncytial virus; RT-PCR = reverse-transcriptase polymerase chain reaction [ Recent Advances in Chest Medicine ]
11e4df66b6fc6a6eae28a01eb057cef1bf5fadf6.json,A randomized controlled trial of low-dose recombinant human interferons ␣-2b nasal spray to prevent acute viral respiratory infections in military recruits
ae452865fcba8e8bff927f3f00dbf488a2838774.json,Infectious disease symptoms and microbial carriage among French medical students travelling abroad: A prospective study
b714c4599311a3edb33b1ca89e269e8efa59c4eb.json,Cadherin-related Family Member 3 Genetics and Rhinovirus C Respiratory Illnesses
01d5e41673c2f3ff2b1f7ba280376176d848688d.json,Seasonal evaluation of bioaerosols from indoor air of residential apartments within the metropolitan area in South Korea
62f5789b2f330dda92db5a6d6acd77d0ac2140d3.json,Pandemic 2009 influenza A (H1N1) infection among 2009 Hajj Pilgrims from Southern Iran: a real-time RT-PCR-based study
7d27a534ba24ccf97f111ea25138dc6bf6cda2ec.json,Clinical Characteristics of Asthmatic Patients With Influenza- Like Illness and Risk for Severe Exacerbations in Mexico on behalf of the Mexico Emerging Infectious Diseases Clinical Research Network (LaRed) HHS Public Access
